gene_id	gene_name
FBgn0265081	asRNA:CR44192
FBgn0051410	Npc2e
FBgn0037782	Npc2d
FBgn0037783	Npc2c
FBgn0266732	asRNA:CR45205
FBgn0053629	CR33629
FBgn0053630	CG33630
FBgn0053631	CG33631
FBgn0053783	CG33783
FBgn0053784	CG33784
FBgn0041105	nerfin-2
FBgn0037786	Alp13
FBgn0266414	lncRNA:CR45054
FBgn0262378	mir-317
FBgn0263413	lncRNA:CR43459
FBgn0262419	mir-277
FBgn0262459	mir-34
FBgn0028734	Fmr1
FBgn0037788	CAH7
FBgn0266721	gammaSnap2
FBgn0051477	ATPsynepsilonL
FBgn0001321	knk
FBgn0267705	asRNA:CR46038
FBgn0004889	tws
FBgn0037792	TAF1B
FBgn0261817	CG42759
FBgn0086359	Invadolysin
FBgn0085332	CG34303
FBgn0037794	CG6254
FBgn0040238	Best1
FBgn0037796	CG12814
FBgn0004575	Syn
FBgn0025879	Timp
FBgn0037797	CG12420
FBgn0037798	CG12817
FBgn0083943	CG34107
FBgn0261928	CG42795
FBgn0037801	CG3999
FBgn0037802	Sirt6
FBgn0040078	pont
FBgn0262617	Nuak1
FBgn0011970	tRNA:Ser-GCT-2-1
FBgn0037807	CG6293
FBgn0266717	Bruce
FBgn0037809	CG12818
FBgn0037810	sle
FBgn0037811	CG12592
FBgn0037812	CG18545
FBgn0051406	CG31406
FBgn0015396	jumu
FBgn0020379	Rfx
FBgn0266243	lncRNA:CR44938
FBgn0259938	cwo
FBgn0045443	mthl11
FBgn0037814	CG6325
FBgn0262223	mir-994
FBgn0262420	mir-318
FBgn0024957	Irp-1B
FBgn0037815	Rrp46
FBgn0037816	CG6345
FBgn0278600	CG46270
FBgn0037817	Cyp12e1
FBgn0266244	lncRNA:CR44939
FBgn0266260	lncRNA:CR44955
FBgn0267136	lncRNA:CR45576
FBgn0001235	hth
FBgn0263547	mir-4944
FBgn0264788	asRNA:CR44018
FBgn0037818	CG6465
FBgn0037819	CG14688
FBgn0265161	lncRNA:CR44230
FBgn0262717	Skeletor
FBgn0020385	pug
FBgn0037822	CG14683
FBgn0051391	CG31391
FBgn0051467	CG31467
FBgn0037824	CG14684
FBgn0051278	CG31278
FBgn0051373	CG31373
FBgn0037826	CG14689
FBgn0037827	CG4073
FBgn0037828	tomboy20
FBgn0004841	TkR86C
FBgn0037829	CG14691
FBgn0051272	CG31272
FBgn0266371	asRNA:CR45015
FBgn0051390	MED7
FBgn0266372	asRNA:CR45016
FBgn0037831	Cap-H2
FBgn0010421	TfIIFbeta
FBgn0266446	CG45076
FBgn0266451	fau
FBgn0266448	CG45078
FBgn0037832	Desi
FBgn0261356	CG42633
FBgn0261380	mRpL37
FBgn0260944	Rbp1
FBgn0037834	Art1
FBgn0017577	Mcm5
FBgn0037835	CG14687
FBgn0037836	CG14692
FBgn0037837	CG14693
FBgn0037838	TTLL15
FBgn0261053	Cad86C
FBgn0259740	CG42394
FBgn0037841	CG4565
FBgn0037842	CG6567
FBgn0037843	CG4511
FBgn0037844	CG4570
FBgn0037845	CG14694
FBgn0037846	CG6574
FBgn0267376	SelR
FBgn0037848	Tsp86D
FBgn0011768	Fdh
FBgn0037849	CG4596
FBgn0022359	Sodh-2
FBgn0266705	asRNA:CR45195
FBgn0037850	CG14695
FBgn0037852	Tpc1
FBgn0037853	CG14696
FBgn0037856	Leash
FBgn0042094	Adk3
FBgn0037855	CG6621
FBgn0267137	lncRNA:CR45577
FBgn0267138	lncRNA:CR45578
FBgn0037857	Tengl4
FBgn0267121	lncRNA:CR45561
FBgn0083950	side-VI
FBgn0267671	lncRNA:CR46007
FBgn0266245	lncRNA:CR44940
FBgn0263403	CG43449
FBgn0267139	lncRNA:CR45579
FBgn0037860	CG6629
FBgn0040256	Ugt35C1
FBgn0037862	mAcon2
FBgn0261291	CheA86a
FBgn0040251	Ugt302K1
FBgn0040257	Ugt302E1
FBgn0040259	Ugt302C1
FBgn0027584	CG4757
FBgn0040253	Ugt35E1
FBgn0040255	Ugt35E2
FBgn0026314	Ugt35B1
FBgn0026315	Ugt35A1
FBgn0040250	Ugt304A1
FBgn0040252	Ugt303A1
FBgn0037870	CG18577
FBgn0261808	cu
FBgn0037873	SdhC
FBgn0037874	Tctp
FBgn0037875	ZnT86D
FBgn0086472	RpS25
FBgn0037876	CG4820
FBgn0037877	CG6689
FBgn0037878	CG6693
FBgn0020910	RpL3
FBgn0086055	snoRNA:Me18S-C1096
FBgn0051144	asRNA:CR31144
FBgn0086056	snoRNA:Me18S-A425
FBgn0065064	snoRNA:Psi28S-291
FBgn0086057	snoRNA:Me28S-G2017
FBgn0037879	scpr-C
FBgn0037880	CG17726
FBgn0037881	GCC88
FBgn0037882	CG17187
FBgn0037883	CG14701
FBgn0037884	Arfip
FBgn0037885	CG17721
FBgn0051441	CG31441
FBgn0051388	CG31388
FBgn0037888	scpr-B
FBgn0037889	scpr-A
FBgn0037890	CG17734
FBgn0037891	CG5214
FBgn0262972	lncRNA:cherub
FBgn0051386	lncRNA:CR31386
FBgn0284418	lncRNA:TS25
FBgn0266415	lncRNA:CR45055
FBgn0004595	pros
FBgn0267672	lncRNA:CR46008
FBgn0026064	KP78a
FBgn0026063	KP78b
FBgn0267673	lncRNA:CR46009
FBgn0267674	lncRNA:CR46010
FBgn0037892	mRpL40
FBgn0264694	mgr
FBgn0011774	Irbp
FBgn0263480	snoRNA:Irbp-a
FBgn0037894	Ranbp9
FBgn0037895	CG6723
FBgn0267236	CG45676
FBgn0037896	ninaG
FBgn0037897	CG5270
FBgn0037898	Dtd
FBgn0037899	RpL24-like
FBgn0037900	CG5276
FBgn0037901	Exd2
FBgn0037902	CG5281
FBgn0051374	sals
FBgn0046225	CG17230
FBgn0263520	mir-4945
FBgn0037906	PGRP-LB
FBgn0267141	lncRNA:CR45581
FBgn0037908	dpr5
FBgn0053512	dpr4
FBgn0266416	asRNA:CR45056
FBgn0037910	CG14708
FBgn0037911	CG10898
FBgn0037913	fabp
FBgn0037912	sea
FBgn0263316	Mrp4
FBgn0037915	CG6790
FBgn0037916	CG5342
FBgn0037917	wkd
FBgn0037918	CG6791
FBgn0051363	Jupiter
FBgn0037920	CG14710
FBgn0037921	CG6808
FBgn0037922	CG14711
FBgn0037923	CG6813
FBgn0042205	CG18764
FBgn0037924	CG14712
FBgn0262081	Csk
FBgn0264986	asRNA:CR44137
FBgn0037926	Elp1
FBgn0259227	CG42327
FBgn0037930	CG14715
FBgn0037931	CG18476
FBgn0011290	Taf12
FBgn0037933	Ho
FBgn0037934	CG6830
FBgn0037935	CG6834
FBgn0037936	CG6908
FBgn0042110	CG18765
FBgn0037937	Fer3
FBgn0265271	CG14717
FBgn0037939	CG14718
FBgn0267675	lncRNA:CR46011
FBgn0025821	I-t
FBgn0037940	CG14720
FBgn0037941	CG12594
FBgn0037942	CG14721
FBgn0002906	Blm
FBgn0037943	CG14722
FBgn0037944	CG6923
FBgn0262364	CG43062
FBgn0017581	Lk6
FBgn0265276	l(3)neo38
FBgn0267155	lncRNA:CR45595
FBgn0037949	prd1
FBgn0037950	HisCl1
FBgn0025802	Sbf
FBgn0051116	ClC-a
FBgn0259139	glo
FBgn0019624	COX5A
FBgn0037955	Kyat
FBgn0037956	CG6959
FBgn0003312	sad
FBgn0037958	CG6962
FBgn0051368	CG31368
FBgn0037960	mthl5
FBgn0037962	Dnali1
FBgn0037963	Cad87A
FBgn0085336	CG34307
FBgn0037964	CG14731
FBgn0051211	CG31211
FBgn0013275	Hsp70Aa
FBgn0013276	Hsp70Ab
FBgn0260741	CG3281
FBgn0000147	aurA
FBgn0260742	CG12213
FBgn0260743	GC1
FBgn0260744	Tango9
FBgn0037970	GC2
FBgn0037972	CG10005
FBgn0264984	lncRNA:CR44135
FBgn0037973	CG18547
FBgn0037974	CG12224
FBgn0037975	CG3397
FBgn0260745	mfas
FBgn0037976	Tk
FBgn0260746	Ect3
FBgn0037978	KLHL18
FBgn0037979	GCC185
FBgn0037980	DCAF12
FBgn0037981	Spt3
FBgn0051358	CG31358
FBgn0260230	CG42504
FBgn0260231	CG42505
FBgn0037985	ssp5
FBgn0037986	CG14736
FBgn0037987	CG14739
FBgn0037988	CG14740
FBgn0037989	ATP8B
FBgn0051361	dpr17
FBgn0037992	CG4702
FBgn0011905	tRNA:Lys-TTT-2-5
FBgn0037993	dpr15
FBgn0261714	Cpn
FBgn0037994	eIF3d2
FBgn0263404	CG43450
FBgn0037995	CG3809
FBgn0051356	tRNA:Thr-TGT-1-1
FBgn0037996	CG4830
FBgn0037998	Cog1
FBgn0037997	CG14742
FBgn0037999	CG4860
FBgn0267676	asRNA:CR46012
FBgn0038000	CG10014
FBgn0038001	CG17404
FBgn0038002	CG12256
FBgn0263454	asRNA:CR43477
FBgn0038003	CG3916
FBgn0011270	Pglym87
FBgn0038005	Cyp313a5
FBgn0038006	Cyp313a2
FBgn0038007	Cyp313a3
FBgn0264828	lncRNA:CR44036
FBgn0267142	lncRNA:CR45582
FBgn0038008	CG3942
FBgn0267922	lncRNA:CR46203
FBgn0003651	svp
FBgn0264829	CG44037
FBgn0264830	CG44038
FBgn0267677	lncRNA:CR46013
FBgn0264831	lncRNA:CR44039
FBgn0038009	CG17738
FBgn0259975	Sfp87B
FBgn0267678	lncRNA:CR46014
FBgn0038011	CG4066
FBgn0051432	tRNA:Thr-TGT-2-5
FBgn0038012	CG10013
FBgn0267144	lncRNA:CR45584
FBgn0267143	lncRNA:CR45583
FBgn0266246	lncRNA:CR44941
FBgn0266261	CG44956
FBgn0038013	CG10038
FBgn0038014	CG10041
FBgn0038016	MBD-R2
FBgn0038017	CG4115
FBgn0065094	snmRNA:419
FBgn0038018	Tim17a1
FBgn0042206	GstD10
FBgn0038020	GstD9
FBgn0001149	GstD1
FBgn0267679	lncRNA:CR46015
FBgn0010038	GstD2
FBgn0010039	GstD3
FBgn0010040	GstD4
FBgn0010041	GstD5
FBgn0010042	GstD6
FBgn0010043	GstD7
FBgn0010044	GstD8
FBgn0038028	CG10035
FBgn0038029	GstD11
FBgn0085431	CG34402
FBgn0053098	CG33098
FBgn0038033	CG10097
FBgn0038032	CG10096
FBgn0038034	Cyp9f3
FBgn0286075	DNAlig3
FBgn0038037	Cyp9f2
FBgn0038038	Sccpdh2
FBgn0038039	CG5196
FBgn0000455	Dip-C
FBgn0065087	snmRNA:649
FBgn0082831	pps
FBgn0038042	Scgbeta
FBgn0038043	CG17202
FBgn0004103	Pp1-87B
FBgn0038045	NANS
FBgn0038046	CG5641
FBgn0038047	CG5245
FBgn0086134	Prosalpha2
FBgn0029512	Aos1
FBgn0038049	Srlp
FBgn0043043	Desat2
FBgn0038051	CG17207
FBgn0286930	CG46427
FBgn0086687	Desat1
FBgn0286507	vrs
FBgn0038053	CG18549
FBgn0038054	CG5509
FBgn0038055	trus
FBgn0038056	CG5961
FBgn0038057	CG12267
FBgn0038058	CG5608
FBgn0013277	Hsp70Ba
FBgn0052865	lncRNA:alphagamma-element:CR32865
FBgn0051354	Hsp70Bbb
FBgn0267866	CR46154
FBgn0013278	Hsp70Bb
FBgn0267867	CR46155
FBgn0013279	Hsp70Bc
FBgn0250910	Octbeta3R
FBgn0028374	Hug
FBgn0267680	lncRNA:CR46016
FBgn0038063	Octbeta2R
FBgn0262383	mir-284
FBgn0267681	lncRNA:CR46017
FBgn0266247	lncRNA:CR44942
FBgn0005671	Vha55
FBgn0038065	Snx3
FBgn0260444	Not10
FBgn0042207	CG18530
FBgn0267682	asRNA:CR46018
FBgn0038067	CG11598
FBgn0038068	CG11600
FBgn0038069	CG11608
FBgn0038070	CG6753
FBgn0286031	lncRNA:CR46351
FBgn0038071	Dtg
FBgn0038072	CG6225
FBgn0267146	lncRNA:CR45586
FBgn0038073	CG14395
FBgn0038074	Gnmt
FBgn0263621	CG43630
FBgn0026207	mbo
FBgn0038076	Cyp313a4
FBgn0001296	kar
FBgn0005355	Su(fu)
FBgn0051347	CG31347
FBgn0011745	Arp1
FBgn0038078	CG14391
FBgn0038079	NijC
FBgn0016693	Past1
FBgn0038080	CG12279
FBgn0002905	DNApol-theta
FBgn0002719	Men
FBgn0265162	lncRNA:CR44231
FBgn0038082	Ugt37A2
FBgn0038083	Ugt37A3
FBgn0267958	lncRNA:CR46238
FBgn0038084	beat-Vc
FBgn0265164	lncRNA:CR44233
FBgn0265163	lncRNA:CR44232
FBgn0051345	CG31345
FBgn0267937	lncRNA:CR46217
FBgn0038087	beat-Va
FBgn0267147	lncRNA:CR45587
FBgn0265165	lncRNA:CR44234
FBgn0038088	CG10126
FBgn0267938	lncRNA:CR46218
FBgn0265166	asRNA:CR44235
FBgn0038089	d-cup
FBgn0053929	CR33929
FBgn0038090	CG10909
FBgn0038092	beat-Vb
FBgn0265167	lncRNA:CR44236
FBgn0040493	grsm
FBgn0087021	Spc25
FBgn0038095	Cyp304a1
FBgn0038097	CG14384
FBgn0038098	CG7381
FBgn0038099	CG7091
FBgn0038100	Paip2
FBgn0051342	CG31342
FBgn0038102	CG14383
FBgn0041710	yellow-f
FBgn0038105	yellow-f2
FBgn0038106	CG7488
FBgn0265083	CG44194
FBgn0038107	CG17327
FBgn0038108	CG7518
FBgn0038110	CG8031
FBgn0038109	CG11656
FBgn0020496	CtBP
FBgn0283438	CG46280
FBgn0283439	CG46281
FBgn0002354	l(3)87Df
FBgn0003308	ry
FBgn0038113	CG11668
FBgn0003450	snk
FBgn0038114	CG11670
FBgn0266615	CG45122
FBgn0001217	Hsc70-2
FBgn0051157	CG31157
FBgn0038115	CG7966
FBgn0260962	pic
FBgn0004666	sim
FBgn0266302	lncRNA:CR44967
FBgn0262365	CG43063
FBgn0038118	timeout
FBgn0085337	CG34308
FBgn0267683	lncRNA:CR46019
FBgn0260793	2mit
FBgn0266578	lncRNA:CR45109
FBgn0038122	CG8138
FBgn0038123	CG8508
FBgn0038124	CG14380
FBgn0038125	CG8141
FBgn0038126	CG8483
FBgn0038127	CG8476
FBgn0000024	Ace
FBgn0040551	CG11686
FBgn0038128	Ravus
FBgn0003598	Su(var)3-7
FBgn0038129	TBC1D5
FBgn0038130	CG8630
FBgn0038131	CG15888
FBgn0038132	apn
FBgn0038133	Osi22
FBgn0038134	wntD
FBgn0038135	CG8773
FBgn0038136	CG8774
FBgn0052473	CG32473
FBgn0262844	CG43208
FBgn0264991	CG44142
FBgn0286885	CR46407
FBgn0266455	CG45080
FBgn0038139	PK2-R2
FBgn0038140	PK2-R1
FBgn0045442	mthl12
FBgn0086371	poly
FBgn0027610	Dic1
FBgn0038142	CheA87a
FBgn0023495	Lip3
FBgn0259831	CG34309
FBgn0038143	CG9813
FBgn0264987	lncRNA:CR44138
FBgn0038144	CG8870
FBgn0044511	mRpS21
FBgn0038145	Droj2
FBgn0038146	CG9799
FBgn0038147	CCHa2
FBgn0040553	CG14374
FBgn0038148	CG14377
FBgn0038149	GILT1
FBgn0053977	CG33977
FBgn0038150	yellow-e3
FBgn0038151	yellow-e2
FBgn0041711	yellow-e
FBgn0038153	Ir87a
FBgn0267151	lncRNA:CR45591
FBgn0000046	Act87E
FBgn0004049	yrt
FBgn0261814	lncRNA:CR42756
FBgn0267239	lncRNA:CR45679
FBgn0038156	side-IV
FBgn0040554	asRNA:CR17025
FBgn0286034	asRNA:CR46354
FBgn0262323	mir-252
FBgn0267574	lncRNA:CR45914
FBgn0267149	lncRNA:CR45589
FBgn0038157	CG12538
FBgn0261846	CG42778
FBgn0284419	lncRNA:TS26
FBgn0051337	CG31337
FBgn0264430	lncRNA:CR43848
FBgn0038158	CG14370
FBgn0038159	CG14369
FBgn0038160	CG9759
FBgn0003060	CG9757
FBgn0038161	CG9269
FBgn0267240	lncRNA:CR45680
FBgn0267154	lncRNA:CR45594
FBgn0038163	CG10841
FBgn0263396	sqd
FBgn0015778	rin
FBgn0010258	Rbp4
FBgn0004237	Hrb87F
FBgn0004587	B52
FBgn0038165	Task6
FBgn0038166	CG9588
FBgn0038167	Lkb1
FBgn0038168	omd
FBgn0024555	flfl
FBgn0038170	CG14367
FBgn0028487	f-cup
FBgn0002937	ninaB
FBgn0038172	Adgf-D
FBgn0038173	Adgf-C
FBgn0051469	CG31469
FBgn0040077	primo-1
FBgn0040076	primo-2
FBgn0054044	lncRNA:CR34044
FBgn0085412	CG34383
FBgn0267383	Ubc87F
FBgn0038179	CG9312
FBgn0038180	Cht5
FBgn0038181	CG9297
FBgn0260464	CG9288
FBgn0259721	CG42375
FBgn0038183	CG9286
FBgn0000454	Dip-B
FBgn0267150	lncRNA:CR45590
FBgn0051588	tRNA:Phe-GAA-1-6
FBgn0051331	tRNA:Phe-GAA-1-7
FBgn0259730	tal-1A
FBgn0259732	tal-3A
FBgn0259731	tal-2A
FBgn0259733	tal-AA
FBgn0263650	lncRNA:CR43641
FBgn0263651	lncRNA:CR43642
FBgn0002862	Mst87F
FBgn0262992	lncRNA:CR43300
FBgn0266464	Nsf2
FBgn0051495	CG31495
FBgn0286915	CR46415
FBgn0038186	CG14362
FBgn0267959	lncRNA:CR46239
FBgn0008646	E5
FBgn0000576	ems
FBgn0038188	Art9
FBgn0038189	Art6
FBgn0047199	CG31517
FBgn0038190	CG9926
FBgn0016672	Ipp
FBgn0038191	CG9925
FBgn0015270	Orc2
FBgn0264493	rdx
FBgn0286041	sisRNA:CR46363
FBgn0263414	asRNA:CR43460
FBgn0038194	Cyp6d5
FBgn0038195	CG3061
FBgn0038196	CG9922
FBgn0011971	tRNA:Ser-GCT-2-2
FBgn0038197	foxo
FBgn0038198	Npc2b
FBgn0038199	CCHa1
FBgn0038200	CG9920
FBgn0038201	PK1-R
FBgn0038202	CG12402
FBgn0265168	asRNA:CR44237
FBgn0038203	Or88a
FBgn0038204	CG14357
FBgn0038205	Kif19A
FBgn0020510	Abi
FBgn0038206	twf
FBgn0010340	140up
FBgn0262955	RpII140
FBgn0038207	CG14356
FBgn0038208	CG14355
FBgn0260226	CG42500
FBgn0038209	CG9722
FBgn0265146	CG44215
FBgn0051533	CG31533
FBgn0051327	CG31327
FBgn0038210	CG3199
FBgn0011582	Dop1R1
FBgn0038211	CG9649
FBgn0051326	CG31326
FBgn0053109	CG33109
FBgn0053329	Sp212
FBgn0027563	CG9631
FBgn0038213	CG9624
FBgn0262983	CG43291
FBgn0038214	CG9616
FBgn0027083	MetRS-m
FBgn0262808	CG43179
FBgn0038217	CG14840
FBgn0038218	CG14841
FBgn0038219	CG14839
FBgn0003862	trx
FBgn0267684	asRNA:CR46020
FBgn0267156	lncRNA:CR45596
FBgn0285913	red
FBgn0038221	IFT54
FBgn0003567	su(Hw)
FBgn0004855	RpII15
FBgn0051321	CG31321
FBgn0013767	Crz
FBgn0011474	PR-Set7
FBgn0038223	Afti
FBgn0038224	ATPsynE
FBgn0003480	spn-B
FBgn0024321	NK7.1
FBgn0051320	HEATR2
FBgn0086058	snoRNA:Me18S-G1189
FBgn0266248	lncRNA:CR44943
FBgn0038225	soti
FBgn0285955	cv-c
FBgn0262327	mir-2281
FBgn0085417	natalisin
FBgn0265065	asRNA:CR44176
FBgn0265066	lncRNA:CR44177
FBgn0038233	HtrA2
FBgn0038234	mRpL11
FBgn0038235	CG8461
FBgn0038237	Pde6
FBgn0085302	CG34273
FBgn0038236	Cyp313a1
FBgn0267685	lncRNA:CR46021
FBgn0267686	lncRNA:CR46022
FBgn0267687	lncRNA:CR46023
FBgn0038238	CG14854
FBgn0038239	CG14850
FBgn0038240	CG14851
FBgn0038241	CG8087
FBgn0038242	CG14852
FBgn0051313	CG31313
FBgn0038243	CG8066
FBgn0264904	asRNA:CR44095
FBgn0004629	Cys
FBgn0038244	CG7987
FBgn0264903	CG44094
FBgn0020299	stumps
FBgn0267865	lncRNA:CR46153
FBgn0038246	CG14853
FBgn0003169	put
FBgn0013981	His4r
FBgn0038248	CG7886
FBgn0038247	Cad88C
FBgn0086686	l(3)L1231
FBgn0038250	CG3505
FBgn0038251	Hexim
FBgn0025808	Rad17
FBgn0038252	BigH1
FBgn0265140	Meltrin
FBgn0262127	kibra
FBgn0038256	CG7530
FBgn0011217	eff
FBgn0263929	jvl
FBgn0038257	smp-30
FBgn0038258	CG7362
FBgn0038260	CG14855
FBgn0038261	CG14856
FBgn0038262	CG14857
FBgn0266756	btsz
FBgn0267688	lncRNA:CR46024
FBgn0038266	CG3610
FBgn0038268	CG3631
FBgn0038269	Rrp6
FBgn0067629	CG33332
FBgn0067628	CG33331
FBgn0004597	CycC
FBgn0038271	UQCR-C1
FBgn0038272	CG7265
FBgn0038273	CG14860
FBgn0038274	Nup93-2
FBgn0038275	CG3817
FBgn0262514	VhaPPA1-2
FBgn0038277	RpS5b
FBgn0028662	VhaPPA1-1
FBgn0267918	lncRNA:CR46199
FBgn0038279	Sdr
FBgn0267158	lncRNA:CR45598
FBgn0267159	lncRNA:CR45599
FBgn0038280	CG14861
FBgn0038281	RpL10Aa
FBgn0266249	lncRNA:CR44944
FBgn0038282	dpr9
FBgn0038285	CG6974
FBgn0038286	CG6966
FBgn0261859	CG42788
FBgn0262315	mir-2493
FBgn0038290	CG6912
FBgn0267160	asRNA:CR45600
FBgn0038291	CG3984
FBgn0038292	CG3987
FBgn0266064	GlyS
FBgn0038295	Gyc88E
FBgn0038294	Mf
FBgn0038296	CG6752
FBgn0263633	mir-3644
FBgn0260659	CG42542
FBgn0028984	Spn88Ea
FBgn0038299	Spn88Eb
FBgn0038300	Mau2
FBgn0038301	CG6654
FBgn0038302	CG4210
FBgn0038303	SIDL
FBgn0038304	CG12241
FBgn0283562	mir-9383
FBgn0051155	Rpb7
FBgn0051344	CG31344
FBgn0263979	Caf1-55
FBgn0038306	Art3
FBgn0038307	mRpS10
FBgn0085345	CG34316
FBgn0263448	asRNA:CR43471
FBgn0045035	tefu
FBgn0266599	Hsc70-4
FBgn0038309	Amt
FBgn0259823	CG42404
FBgn0263740	eIF2gamma
FBgn0263755	Su(var)3-9
FBgn0014879	Set
FBgn0016691	ATPsynO
FBgn0038311	CG14864
FBgn0038312	Zip88E
FBgn0000283	Cp190
FBgn0038313	CG4338
FBgn0267750	asRNA:CR46081
FBgn0027378	MRG15
FBgn0011476	l(3)neo43
FBgn0003721	Tm1
FBgn0266745	CG45218
FBgn0004117	Tm2
FBgn0038315	CG14866
FBgn0038316	CG6276
FBgn0264832	CG44040
FBgn0026441	ear
FBgn0038318	CG6236
FBgn0000533	ea
FBgn0038319	mRpL9
FBgn0013269	Fkbp39
FBgn0038320	Sra-1
FBgn0038321	CG6218
FBgn0021750	SerRS-m
FBgn0019925	Surf4
FBgn0051301	CG31301
FBgn0261679	CG42726
FBgn0261680	CG42727
FBgn0266722	Trs33
FBgn0038324	CG5038
FBgn0038325	Atg4b
FBgn0038326	CG5044
FBgn0026634	ldlCp
FBgn0038327	Trax
FBgn0026737	CG6171
FBgn0085433	CG34404
FBgn0038330	CG14868
FBgn0038332	CG6136
FBgn0038331	Ccm3
FBgn0262483	Rbp
FBgn0038334	h-cup
FBgn0038337	CG6125
FBgn0267725	asRNA:CR46058
FBgn0041188	Atx2
FBgn0267571	lncRNA:CR45911
FBgn0262367	mir-13b-1
FBgn0262429	mir-13a
FBgn0262397	mir-2c
FBgn0038339	CG6118
FBgn0000047	Act88F
FBgn0286071	AdamTS-A
FBgn0286736	snoRNA:Or-ACA9
FBgn0038342	B9d1
FBgn0019940	Rh6
FBgn0038343	Trissin
FBgn0038344	obe
FBgn0038345	CG5213
FBgn0264776	CG44014
FBgn0264775	CG44013
FBgn0051296	CG31296
FBgn0267408	AOX1
FBgn0038348	AOX2
FBgn0038349	AOX3
FBgn0038350	AOX4
FBgn0263040	CG43335
FBgn0263041	CG43336
FBgn0053207	pxb
FBgn0264431	lncRNA:CR43849
FBgn0051446	CG31446
FBgn0038353	CG5399
FBgn0267195	lncRNA:CR45635
FBgn0267196	lncRNA:CR45636
FBgn0038354	CG5404
FBgn0051294	CG31294
FBgn0085303	CG34274
FBgn0038355	CG4520
FBgn0038356	CG12784
FBgn0038357	CG5623
FBgn0266733	asRNA:CR45206
FBgn0038358	Ttc26
FBgn0266734	CG45207
FBgn0038359	CG5614
FBgn0038360	CG9590
FBgn0038361	Uros2
FBgn0000246	c(3)G
FBgn0038363	Acyp2
FBgn0262527	nsl1
FBgn0038365	CG9593
FBgn0267551	asRNA:CR45891
FBgn0026616	alpha-Man-IIb
FBgn0266738	lncRNA:CR45211
FBgn0003227	rec
FBgn0038366	CG4576
FBgn0263023	CG43318
FBgn0263022	CG43317
FBgn0038369	Arpc3A
FBgn0017567	ND-23
FBgn0263525	mir-4911
FBgn0003483	spn-E
FBgn0038371	Pbp45
FBgn0265048	cv-d
FBgn0038373	CG4546
FBgn0038376	Hmt-1
FBgn0051183	CG31183
FBgn0038377	CG9632
FBgn0038380	CG14877
FBgn0027657	glob1
FBgn0051292	CR31292
FBgn0038381	EndoU
FBgn0266566	CG45105
FBgn0038385	Fbxl7
FBgn0267692	lncRNA:CR46028
FBgn0085305	CG34276
FBgn0038386	CG5478
FBgn0038387	blp
FBgn0013334	Sap47
FBgn0051088	CG31088
FBgn0286741	CG46383
FBgn0038388	CG4287
FBgn0038389	CG5516
FBgn0052856	CG32856
FBgn0038390	Rbf2
FBgn0002783	mor
FBgn0022787	Hel89B
FBgn0003507	srp
FBgn0264982	lncRNA:CR44133
FBgn0262028	lncRNA:CR42839
FBgn0038391	GATAe
FBgn0003117	pnr
FBgn0038394	CG10264
FBgn0038395	CG10407
FBgn0024222	IKKbeta
FBgn0266739	lncRNA:CR45212
FBgn0038396	CG5013
FBgn0027948	msps
FBgn0038397	CG10185
FBgn0026059	Mhcl
FBgn0052855	CG32855
FBgn0038398	sxe2
FBgn0010379	Akt1
FBgn0003319	Sb
FBgn0038400	CG5903
FBgn0038401	CG5916
FBgn0038402	Fer2
FBgn0063649	CG6006
FBgn0263449	asRNA:CR43472
FBgn0038404	CG8925
FBgn0038405	CG8927
FBgn0024491	Bin1
FBgn0086370	sra
FBgn0038407	CG6126
FBgn0051287	CG31287
FBgn0010438	mtSSB
FBgn0267199	lncRNA:CR45639
FBgn0267200	lncRNA:CR45640
FBgn0267198	lncRNA:CR45638
FBgn0267197	lncRNA:CR45637
FBgn0267202	lncRNA:CR45642
FBgn0267201	lncRNA:CR45641
FBgn0267203	lncRNA:CR45643
FBgn0040071	tara
FBgn0040237	bor
FBgn0020407	asun
FBgn0020399	Mst89B
FBgn0261286	Mat89Ba
FBgn0250823	gish
FBgn0038412	Zip89B
FBgn0040271	Sulf1
FBgn0011858	tRNA:Phe-GAA-1-8
FBgn0012011	tRNA:Val-AAC-1-1
FBgn0264836	CG44044
FBgn0038414	CG6901
FBgn0038415	CG17929
FBgn0038416	CG17930
FBgn0283477	SF2
FBgn0038418	pad
FBgn0038419	CG14879
FBgn0027095	Manf
FBgn0038420	CG10311
FBgn0038421	CG17931
FBgn0259917	CG42446
FBgn0038422	CG14880
FBgn0038423	CG10317
FBgn0266703	lncRNA:CR45193
FBgn0003513	ss
FBgn0267190	lncRNA:CR45630
FBgn0051497	tRNA:Thr-AGT-1-3
FBgn0267191	lncRNA:CR45631
FBgn0051279	CG31279
FBgn0051282	tRNA:Thr-AGT-1-4
FBgn0038424	CG17565
FBgn0038425	CG14881
FBgn0038426	mRpS33
FBgn0038427	ema
FBgn0038428	CG14894
FBgn0038429	CG14882
FBgn0044826	Pak3
FBgn0038431	CG10405
FBgn0038432	CG14883
FBgn0250754	CG42232
FBgn0027053	CSN5
FBgn0038435	Gyc89Da
FBgn0267693	asRNA:CR46029
FBgn0038436	Gyc89Db
FBgn0004087	Dhfr
FBgn0038437	Sdhaf3
FBgn0038438	Der-2
FBgn0038439	Cad89D
FBgn0038440	Gr89a
FBgn0028381	Decay
